id;milkflowdurationsec;incomplete;quarterlfyield;quarterrfyield;quarterlryield;quartelrfyield;meanflowlf;meanflowrf;meanflowlr;meanflowrr;peakflowlf;peakflowrf;peakflowlr;peakflowrr;conductivitylf;conductivityrf;conductivitylr;conductivityrr;bloodlf;bloodrf;bloodlr;bloodrr;scc
102395;540;0;3.17;2.21;3.99;4.61;0.54;0.48;0.54;0.66;0.78;0.78;0.78;1.2;4.265;4.153;4.272;4.46;409;0;0;0;37
102399;236;0;2.42;2.95;4.07;3.18;1.5;1.14;1.86;1.14;1.98;1.68;2.58;1.74;4.199;4.219;4.338;4.193;302;0;0;0;108
102412;334;0;3.64;3.6;2.69;3.54;0.78;1.02;1.02;0.84;1.08;1.38;1.56;1.32;4.273;4.359;4.181;4.204;0;0;0;0;42
102430;184;0;3.18;2.65;0;3.75;1.32;1.38;0;1.62;1.86;1.8;0;2.22;4.074;4.029;0;4.249;406;0;0;0;77
102436;270;0;2.13;2.46;2.08;2.96;1.44;1.08;1.5;1.56;1.92;1.62;2.16;2.04;4.204;4.095;4.062;4.186;0;0;0;0;231
102451;364;0;6.01;5.48;0;8.46;1.38;1.38;0;1.56;1.92;1.86;0;1.92;4.209;4.295;0;4.465;0;0;0;0;77
102461;383;0;4.56;4.81;3.76;4.22;0.84;1.02;1.02;0.84;1.14;1.38;1.44;1.2;4.543;4.633;4.459;4.453;0;0;0;0;42
102485;170;0;2.75;2.52;0;3.33;1.26;1.2;0;1.68;1.62;1.62;0;2.22;4.211;4.163;0;4.391;409;315;0;544;51
102487;329;0;2.81;3.21;2.58;3.54;1.44;1.08;1.5;1.26;2.04;1.56;1.98;1.8;4.544;4.431;4.385;4.393;0;0;0;0;174
102502;307;0;3.34;3.35;2.48;3.19;0.78;1.02;1.14;0.84;1.14;1.38;1.68;1.14;4.406;4.623;4.323;4.401;0;0;0;0;65
102529;282;0;4.58;4.19;0;6.36;1.32;1.56;0;1.56;1.8;1.98;0;1.98;4.286;4.559;0;4.669;0;0;0;0;102
102533;513;0;3.14;2.64;4.16;4.47;0.54;0.54;0.6;0.6;0.78;0.78;0.9;0.96;4.354;4.354;4.309;4.469;520;0;0;344;31
102541;209;0;2.09;2.35;2.14;2.85;1.26;0.96;1.44;1.32;1.74;1.38;1.98;1.86;4.215;4.216;4.119;4.064;0;0;0;0;140
102548;275;0;3.27;3.4;2.49;3.18;0.9;1.02;1.08;0.9;1.2;1.32;1.44;1.38;4.813;4.818;4.598;4.73;0;0;0;0;60
102551;174;0;2.89;2.6;0;3.69;1.5;1.2;0;1.68;2.04;1.5;0;2.16;4.145;4.152;0;4.392;401;0;0;0;45
102599;329;0;2.78;4.14;3.65;4.46;1.5;1.02;1.38;1.44;2.04;1.44;1.98;1.92;5.735;4.428;4.599;4.398;410;0;0;0;1474
102600;306;0;5.15;4.53;0;6.9;1.32;1.56;0;1.56;1.74;2.16;0;1.98;4.464;4.563;0;4.797;0;0;0;0;105
102609;481;0;5.42;5.74;4.45;5.24;0.78;1.02;1.08;0.84;1.02;1.38;1.62;1.26;4.935;5.095;4.874;4.927;0;0;0;0;28
102611;216;0;3.54;2.95;0;3.93;1.2;1.38;0;1.74;1.74;1.86;0;2.28;4.197;4.295;0;4.458;498;0;0;0;74
102621;410;0;2.22;2.06;2.79;3.11;0.48;0.48;0.48;0.54;0.72;0.78;0.78;0.9;4.131;4.16;4.133;4.257;388;0;0;0;71
102663;359;0;4.18;4.36;3.18;3.82;0.84;0.96;1.08;0.9;1.32;1.26;1.44;1.32;4.745;5.018;4.601;4.662;0;0;0;0;74
102665;346;0;1.6;2.96;2.93;3.38;1.14;0.96;1.56;1.14;1.74;1.44;2.34;1.98;5.134;4.014;4.069;3.866;670;0;0;0;1494
102673;180;0;2.87;2.53;0;3.47;1.32;1.14;0;1.5;1.8;1.44;0;1.98;3.994;4.222;0;4.204;473;0;0;0;91
102686;328;0;5.65;4.81;0;7.6;1.44;1.26;0;1.62;2.1;1.74;0;2.1;4.332;4.434;0;4.786;0;0;0;0;122
102699;355;0;4.37;4.81;3.4;4.06;0.96;1.02;1.2;0.84;1.38;1.38;1.68;1.26;4.606;4.708;4.451;4.591;0;0;0;0;85
102702;223;4;1.31;2.87;0;3.15;1.02;1.14;0;1.44;1.5;1.56;0;1.92;4.801;4.305;0;4.126;789;0;0;0;1145
102717;162;0;2.79;2.65;0;3.29;1.32;1.32;0;1.68;1.74;1.68;0;2.1;4.133;4.424;0;4.406;499;0;0;0;114
102749;546;0;3.21;2.65;4.1;4.54;0.54;0.54;0.54;0.6;0.84;0.78;0.84;0.9;4.419;4.424;4.386;4.591;0;0;0;0;25
102763;473;0;4.96;5.43;4.07;4.78;0.96;0.84;1.08;0.84;1.26;1.14;1.5;1.38;4.618;4.618;4.46;4.593;0;0;0;0;57
102766;309;0;1.96;3.9;4.89;4.08;1.32;1.08;1.8;1.38;1.74;1.62;2.52;1.86;5.075;4.288;4.328;4.196;777;0;0;0;800
102782;177;0;3.29;2.66;0;3.85;1.44;1.44;0;1.74;1.86;1.8;0;2.22;4.212;4.294;0;4.327;483;0;0;0;77
102810;336;0;6.04;5.67;0;8.18;1.44;1.5;0;1.68;2.1;2.1;0;2.22;4.219;4.299;0;4.525;0;0;0;0;62
102811;361;0;1.83;1.57;2.27;2.51;0.54;0.42;0.48;0.54;0.78;0.66;0.72;0.84;4.152;4.099;4.107;4.256;371;0;0;0;85
102812;253;0;1.9;3.25;2.01;3.59;1.14;1.02;1.32;1.32;1.56;1.56;2.04;2.1;5.413;4.371;4.313;4.327;571;0;302;0;860
102821;409;0;5.25;5.79;4.02;4.95;1.02;1.02;1.08;0.84;1.32;1.38;1.5;1.38;4.604;4.706;4.457;4.657;0;0;0;0;60
102855;226;0;4.05;3.52;0;4.9;1.26;1.14;0;1.56;1.8;1.44;0;2.04;4.271;4.436;0;4.387;407;0;0;0;54
102857;231;0;1.8;2.61;1.97;2.88;1.2;0.96;1.38;1.26;1.8;1.44;2.04;1.86;5.203;4.364;4.529;4.261;502;0;0;0;577
102881;390;0;4.33;4.89;3.21;4.12;0.9;0.9;1.2;0.78;1.2;1.2;1.5;1.2;4.331;4.361;4.259;4.333;0;0;0;0;91
102902;229;0;1.94;2.91;2.21;2.91;1.44;1.14;1.68;1.44;1.86;1.68;2.16;1.92;5.193;4.3;4.467;4.195;595;0;0;0;588
102921;192;0;3.5;2.93;0;4.12;1.44;1.2;0;1.68;2.04;1.62;0;2.1;4.134;4.495;0;4.335;488;0;0;0;120
102926;281;0;5.65;5.24;0;7.31;1.5;1.38;0;1.8;1.92;1.98;0;2.4;4.27;4.356;0;4.537;0;0;0;0;160
102929;403;0;4.57;5.01;3.66;4.18;0.9;1.02;1.14;0.72;1.2;1.38;1.5;1.08;4.47;4.489;4.256;4.404;0;0;0;0;42
102958;255;0;2.84;3.83;3.11;4.22;1.26;1.2;1.44;1.32;1.74;1.68;1.92;1.8;5.268;4.554;4.863;4.408;399;0;0;0;417
102971;405;0;4.01;4.22;3.09;3.65;0.84;0.96;1.02;0.66;1.14;1.2;1.38;0.9;4.337;4.358;4.253;4.269;0;0;0;0;74
102991;197;0;3.27;2.82;0;4.2;1.32;1.08;0;1.68;1.62;1.38;0;2.1;4.147;4.352;0;4.403;608;0;0;0;142
103011;371;0;2.22;2.79;1.99;3.27;1.08;0.96;1.08;1.08;1.62;1.32;1.56;1.5;4.887;4.154;4.434;4.144;0;0;0;0;308
103020;349;0;3.63;3.89;2.82;3.4;0.84;0.9;1.02;0.72;1.2;1.26;1.32;0.96;4.414;4.424;4.254;4.393;0;0;0;0;80
103041;620;0;2.91;2.34;4.33;4.43;0.54;0.42;0.48;0.54;0.84;0.66;0.9;0.84;4.554;4.438;4.641;5.059;1609;396;314;441;177
103048;362;0;6.62;6.01;0;8.86;1.62;1.56;0;1.68;2.1;1.98;0;2.16;4.093;4.162;0;4.456;0;0;0;0;180
103057;328;0;3.78;4.28;2.91;3.53;1.08;1.14;1.08;0.78;1.56;1.5;1.38;1.26;4.428;4.55;4.314;4.394;0;0;0;0;57
103069;255;0;2.91;3.85;3.34;4.24;1.38;1.26;1.56;1.44;2.04;1.74;1.98;2.04;4.884;4.279;4.454;4.136;0;0;0;0;231
103070;212;0;3.41;3.02;0;4.49;1.2;1.14;0;1.62;1.56;1.5;0;2.04;4.016;4.08;0;4.203;695;0;0;320;114
103099;253;0;3.09;3.49;2;2.76;0.96;1.14;1.08;0.84;1.32;1.62;1.38;1.2;4.425;4.554;4.315;4.459;0;0;0;0;71
103122;380;0;2.33;2.95;2.55;2.4;1.44;1.2;1.62;0.54;1.98;1.68;2.1;1.08;4.557;4.147;4.173;3.871;314;0;0;0;237
103133;313;0;3.17;3.32;2.6;2.89;0.78;0.84;0.96;0.72;1.14;1.08;1.32;1.02;4.419;4.548;4.322;4.397;0;0;0;0;65
103135;170;0;2.89;2.39;0;3.3;1.32;1.38;0;1.68;1.68;1.8;0;2.22;4.018;4.014;0;4.13;600;0;0;320;108
103174;372;0;7.39;5.31;0;8.38;1.38;1.32;0;1.5;2.1;1.98;0;1.92;4.298;4.278;0;4.594;0;0;0;0;140
103178;275;0;2.84;3.75;2.91;4.58;1.38;1.14;1.44;1.5;1.86;1.68;2.04;2.04;4.757;4.286;4.326;4.183;0;0;0;0;197
103185;427;0;4.52;5.06;3.53;4.18;0.84;0.84;0.96;0.78;1.14;1.14;1.2;1.2;4.624;4.677;4.465;4.59;0;0;0;0;45
103213;200;0;3.7;3.11;0;4.1;1.38;1.32;0;1.62;1.8;1.62;0;2.04;4.23;4.269;0;4.34;533;312;0;348;57
103230;313;0;3.44;3.79;2.52;3.16;0.84;0.96;0.96;0.78;1.14;1.38;1.32;1.02;4.358;4.54;4.254;4.4;0;0;0;0;60
103237;333;0;2.3;3.27;2.41;2.96;1.32;1.08;1.26;1.2;1.74;1.8;1.8;1.74;4.418;4.271;4.13;3.997;331;0;0;0;114
103273;306;0;3.38;3.87;2.53;3.26;1.02;0.96;1.02;0.9;1.38;1.32;1.44;1.26;4.494;4.522;4.334;4.47;0;0;0;0;NULL
103300;197;0;3.79;3.51;0;4.58;1.38;1.38;0;1.74;1.74;1.74;0;2.16;4.156;4.13;0;4.267;548;0;0;0;NULL
103303;227;0;2.99;3.54;3.19;3.94;1.44;1.32;1.44;1.5;1.92;1.86;1.92;2.1;4.62;4.266;4.461;4.205;0;0;0;0;NULL
103309;332;0;6.58;5.84;0;8.33;1.44;1.5;0;1.68;1.92;1.92;0;2.1;4.288;4.336;0;4.539;0;0;0;0;NULL
103321;315;0;3.63;4.06;2.89;3.38;0.9;1.02;1.14;0.84;1.26;1.44;1.5;1.38;4.463;4.61;4.33;4.417;0;0;0;0;NULL
103358;273;0;2.94;3.17;1.99;2.6;0.84;0.96;0.96;0.78;1.14;1.26;1.38;1.2;4.351;4.548;4.315;4.405;0;0;0;0;57
103360;238;0;2.05;2.94;2.62;3.11;1.32;1.02;1.38;1.32;1.86;1.56;1.8;1.98;4.282;4.215;4.248;4.204;0;0;0;0;140
103375;174;0;2.96;2.58;0;3.72;1.38;1.2;0;1.68;1.86;1.56;0;2.04;4.017;4.216;0;4.131;539;0;0;357;154
103399;303;0;3.59;3.85;2.9;3.34;0.84;1.08;1.02;0.9;1.14;1.44;1.38;1.2;4.557;4.887;4.516;4.597;0;0;0;0;74
103401;191;0;1.98;2.44;2.35;2.53;1.26;1.14;1.5;1.38;1.98;1.74;1.92;1.86;4.355;4.148;4.182;4.063;337;0;0;0;162
103431;304;0;5.51;5.32;0;7.85;1.5;1.62;0;1.8;2.1;2.04;0;2.16;4.363;4.481;0;4.656;0;0;0;0;105
103447;329;0;3.89;4.29;3.09;3.55;0.9;0.96;1.14;0.78;1.26;1.32;1.56;1.14;4.56;4.691;4.451;4.52;0;0;0;0;48
103452;329;0;2.25;3.04;2.3;3.14;1.32;1.14;1.44;1.38;1.74;1.74;1.86;1.98;4.56;4.422;4.382;4.256;0;0;0;0;105
103461;215;0;3.96;3.35;0;4.08;1.32;1.44;0;1.74;1.8;1.86;0;2.4;4.224;4.291;0;4.39;441;0;0;0;85
103462;410;0;1.91;2.02;2.87;2.64;0.54;0.48;0.48;0.54;0.78;0.78;0.72;0.78;4.96;4.696;4.716;5.19;4041;493;636;757;88
103486;281;0;3.34;3.76;2.52;2.93;0.9;1.08;1.02;0.78;1.26;1.44;1.44;1.14;4.563;4.757;4.519;4.518;0;0;0;0;31
103498;339;0;2.13;2.84;2.39;2.78;1.26;1.08;1.5;0.96;1.56;1.56;1.92;1.62;4.426;4.353;4.186;4.186;333;0;0;0;111
103522;263;0;3.04;3.49;2.25;2.69;0.96;1.02;0.96;0.78;1.32;1.38;1.38;1.14;4.549;4.684;4.453;4.469;0;0;0;0;57
103525;179;0;3.09;2.73;0;3.6;1.32;1.26;0;1.62;1.86;1.62;0;2.04;4.081;4.15;0;4.198;734;492;0;363;85
103546;300;0;2.52;2.82;2.62;2.84;1.2;1.14;1.38;1.38;1.8;1.62;1.98;1.92;4.415;4.277;4.323;4.069;0;316;0;0;108
103555;324;0;5.66;5.08;0;8.24;1.62;1.62;0;1.74;2.16;2.04;0;2.28;4.218;4.275;0;4.536;0;0;0;0;91
103567;335;0;3.45;4.03;2.83;3.24;0.9;0.9;1.08;0.78;1.26;1.14;1.38;1.14;4.545;4.682;4.459;4.602;0;0;0;0;57
103595;186;0;3.1;2.68;0;3.68;1.26;1.26;0;1.62;1.8;1.56;0;2.16;4.225;4.286;0;4.392;534;304;0;358;82
103605;382;0;2.07;3;2.46;3.2;1.2;0.96;0.96;1.08;1.62;1.44;1.5;1.62;4.362;4.344;4.315;4.262;0;0;0;0;114
103613;345;0;3.65;4.01;3.06;3.29;0.78;0.9;1.02;0.72;1.08;1.32;1.5;1.08;4.423;4.549;4.253;4.394;0;0;0;0;54
103652;307;0;3.05;3.57;2.1;2.71;0.96;0.9;0.96;0.84;1.32;1.2;1.44;1.14;4.561;4.616;4.449;4.528;0;0;0;0;48
103660;229;0;2.63;3.51;2.88;3.63;1.44;1.26;1.68;1.38;1.92;1.74;2.1;1.92;4.562;4.344;4.244;4.268;0;0;0;0;140
103682;204;0;3.91;3.47;0;4.76;1.44;1.26;0;1.8;1.92;1.62;0;2.4;4.287;4.287;0;4.394;411;315;0;0;28
103688;339;0;3.54;4;2.79;3.36;0.78;0.96;0.96;0.72;1.14;1.38;1.38;0.96;4.622;4.686;4.453;4.595;0;0;0;0;51
103694;358;0;6.82;5.94;0;9.42;1.68;1.44;0;1.8;2.16;1.8;0;2.28;4.288;4.421;0;4.596;0;0;0;0;125
103712;312;0;2.64;3.22;2.87;3.58;1.2;1.08;1.08;1.2;1.68;1.56;1.74;1.62;4.286;4.282;4.123;4.192;0;0;0;0;108
103725;360;0;3.26;3.67;2.47;3.02;0.78;0.78;1.02;0.78;1.02;1.08;1.5;1.14;4.558;4.616;4.392;4.455;0;0;0;0;45
103756;198;0;3.17;2.89;0;4.49;1.38;1.38;0;1.68;1.86;1.8;0;2.16;4.158;4.35;0;4.528;0;0;0;0;214
103761;318;0;1.74;2.53;2.24;2.46;1.2;1.02;1.44;1.02;1.62;1.44;1.98;1.38;4.151;4.15;3.983;4.062;316;0;0;0;120
103772;203;0;3.56;3.04;0;3.84;1.26;1.32;0;1.68;1.8;1.62;0;2.16;4.096;4.146;0;4.124;617;308;0;348;77
103773;296;0;3.01;3.65;2.34;2.8;0.9;0.96;0.96;0.72;1.2;1.32;1.44;1.08;4.564;4.613;4.317;4.393;0;0;0;0;65
103819;367;0;4.07;4.58;3.06;3.88;0.78;1.02;1.08;0.84;1.08;1.32;1.56;1.26;4.764;5.002;4.464;4.662;0;0;0;0;68
103825;256;0;3.56;4.04;3.86;4.69;1.38;1.32;1.74;1.74;1.86;1.8;2.28;2.28;4.557;4.399;4.333;4.396;0;0;0;0;94
103847;283;0;5.7;4.6;0;7.13;1.44;1.56;0;1.8;1.86;1.98;0;2.34;4.549;4.534;0;4.799;0;0;0;0;91
103853;210;0;3.72;3.49;0;4.51;1.26;1.5;0;1.86;1.68;1.98;0;2.34;4.075;4.138;0;4.259;548;323;0;349;65
103861;275;0;3.39;3.64;2.33;2.51;0.96;1.02;1.08;0.72;1.38;1.32;1.56;1.02;4.547;4.476;4.335;4.396;0;0;0;0;45
103873;210;0;1.96;2.29;2.14;2.57;1.38;0.96;1.38;1.32;1.86;1.56;1.98;1.98;4.085;3.995;3.867;3.863;330;0;0;0;134
103901;291;0;2.69;3.01;2.28;2.67;0.84;0.96;0.96;0.72;1.2;1.26;1.38;1.14;4.612;4.676;4.264;4.402;0;0;0;0;65
103936;261;0;3.22;3.72;3.42;4.14;1.26;1.2;1.62;1.62;1.74;1.68;2.16;2.16;4.344;4.278;4.193;4.202;0;0;0;0;NULL
103937;304;0;5.29;4.49;0;7.4;1.5;1.44;0;1.68;2.16;1.8;0;2.22;4.413;4.546;0;4.735;0;0;0;0;NULL
103942;327;0;3.62;4.15;3.02;3.39;0.9;1.02;0.9;0.72;1.32;1.32;1.26;1.08;4.874;4.75;4.336;4.596;0;0;0;0;NULL
103958;216;0;4.16;3.84;0;4.76;1.38;1.44;0;1.74;1.86;1.86;0;2.4;4.203;4.155;0;4.273;528;0;0;357;45
103986;293;0;3.12;3.57;2.17;2.67;0.84;1.14;0.96;0.66;1.26;1.56;1.5;1.08;4.74;4.69;4.257;4.401;0;0;0;0;74
103996;282;0;2.51;3.25;2.72;3.26;1.32;1.14;1.56;1.56;1.92;1.68;2.1;2.16;4.193;4.087;4.061;4.072;0;0;0;0;117
104024;287;0;2.92;3.52;2.46;2.94;0.84;1.02;0.96;0.78;1.26;1.38;1.5;1.08;4.858;4.631;4.336;4.531;0;0;0;0;74
104049;227;0;2.39;2.99;2.28;2.83;1.32;1.14;1.2;1.32;1.74;1.62;1.92;1.86;4.315;4.282;4.077;4.209;0;0;0;0;85
104069;365;0;3.98;4.6;3.15;3.66;0.84;0.96;0.84;0.72;1.26;1.32;1.26;1.02;5.192;4.896;4.532;4.741;0;0;0;0;77
104083;352;0;6.9;5.56;0;8.71;1.5;1.5;0;1.68;1.92;1.98;0;2.16;4.392;4.364;0;4.462;0;0;0;0;65
104107;307;0;2.95;3.72;2.32;2.93;0.84;0.96;0.96;0.78;1.14;1.38;1.44;1.08;4.923;4.697;4.342;4.596;0;0;0;0;74
104109;304;0;3.32;4.3;3.88;5;1.5;1.2;1.56;1.68;1.98;1.68;1.98;2.22;4.521;4.56;4.543;4.397;0;0;0;0;100
104149;306;0;3.31;4.01;2.96;3.1;0.96;1.02;0.96;0.72;1.26;1.32;1.5;1.14;5.257;4.763;4.545;4.661;0;0;0;371;60
104158;308;0;1.91;3.01;2.47;3.2;1.26;1.08;1.5;1.44;1.56;1.62;2.04;1.98;3.919;4.026;4.014;3.918;0;0;0;0;157
104192;379;0;3.91;4.71;3.46;3.79;0.84;0.9;0.9;0.72;1.08;1.2;1.2;1.08;5.112;4.779;4.362;4.706;0;0;0;0;71
104196;214;0;3.78;2.89;0;4.28;1.32;1.26;0;1.56;1.68;1.68;0;2.28;4.177;4.575;0;4.371;2737;808;0;751;617
104215;236;0;3.51;3.68;3.1;3.76;1.38;1.32;1.56;1.38;1.74;1.86;1.98;2.04;4.38;4.308;4.093;4.035;0;0;0;0;102
104223;322;0;6.81;5.2;0;8.2;1.5;1.5;0;1.74;1.98;2.1;0;2.22;4.257;4.295;0;4.378;0;0;0;0;94
104242;329;0;3.15;4.27;3.06;3.18;0.84;0.96;1.14;0.72;1.26;1.32;1.68;1.02;4.784;4.632;4.354;4.519;0;0;0;0;68
104274;278;0;2.72;3.63;2.98;3.72;1.32;1.32;1.62;1.44;1.86;1.8;2.34;2.34;4.062;4.155;4.008;3.987;0;0;0;0;134
104282;306;0;2.96;4.2;2.68;3.25;0.9;1.08;1.08;0.78;1.14;1.44;1.38;1.14;5.061;4.629;4.481;4.654;0;0;0;0;71
104320;223;0;2.08;3.25;2.48;3.21;1.26;1.26;1.44;1.44;1.62;1.74;1.92;2.04;4.209;4.157;4.001;4.046;0;0;0;0;94
104327;364;0;5.89;5.56;0;8.46;1.56;1.5;0;1.56;2.1;1.98;0;2.04;4.276;4.494;0;4.778;0;0;0;0;182
104329;347;0;4.06;4.82;3.47;3.72;0.84;1.02;1.08;0.78;1.2;1.32;1.5;1.14;5.143;4.826;4.61;4.849;0;0;0;0;74
104365;263;0;2.88;3.54;2.41;2.44;0.84;1.02;1.02;0.78;1.08;1.44;1.62;1.08;4.756;4.481;4.468;4.584;0;0;0;0;65
104366;217;0;2.3;2.72;2.48;3.14;1.32;1.02;1.5;1.44;1.74;1.56;2.1;2.22;4.418;4.214;4.135;4.183;0;0;0;0;71
104404;247;0;2.45;3.05;2.2;2.43;0.84;1.02;0.9;0.78;1.14;1.38;1.44;1.08;4.824;4.698;4.539;4.897;0;0;0;0;48
104413;216;0;2.18;2.79;2.15;2.91;1.2;1.14;1.26;1.32;1.74;1.68;1.74;1.98;4.359;4.295;4.127;4.168;0;0;0;0;28
104438;341;0;3.4;4.19;3.02;3.41;0.9;0.96;0.9;0.84;1.2;1.32;1.38;1.2;4.886;4.693;4.528;4.784;0;0;0;0;62
104442;362;0;6.23;5.7;0;8.31;1.56;1.32;0;1.56;2.04;1.74;0;2.1;4.288;4.507;0;4.565;0;0;0;0;177
104457;378;0;2.86;3.48;3.05;3.65;1.38;1.2;1.56;1.14;1.98;1.74;1.98;1.62;4.48;4.445;4.326;4.233;0;0;0;0;94
104480;380;0;3.63;4.21;2.88;3.12;0.84;0.84;1.14;0.78;1.2;1.26;1.56;1.08;4.821;4.561;4.399;4.642;0;0;0;0;74
104507;339;0;2.63;2.92;2.55;3.43;1.26;1.02;1.26;1.32;1.86;1.5;1.8;1.86;4.354;4.289;4.203;4.17;0;0;0;0;102
104518;292;0;2.67;3.64;2.14;2.26;0.9;0.96;0.96;0.72;1.26;1.44;1.44;1.02;4.687;4.426;4.341;4.567;0;0;0;0;77
104554;298;0;2.23;3.38;2.67;3.01;1.38;1.14;1.5;1.32;1.8;1.68;1.92;1.74;4.22;4.354;4.197;4.111;0;0;0;0;108
104559;320;0;3.63;4.32;3.17;3.35;0.84;1.08;1.08;0.9;1.26;1.44;1.5;1.32;4.819;4.629;4.398;4.846;0;0;0;0;71
104563;364;0;6.51;5.96;0;8.95;1.56;1.44;0;1.68;2.04;1.92;0;2.22;4.289;4.301;0;4.439;0;0;0;0;162
104571;190;0;2.35;2.4;0;2.75;1.2;1.2;0;1.32;1.74;1.74;0;1.74;4.439;5.308;0;5.086;4817;798;0;636;605
104596;326;0;2.96;3.83;2.23;2.7;0.9;0.9;0.96;0.72;1.32;1.32;1.38;0.96;4.744;4.588;4.405;4.618;0;0;0;0;NULL
104608;338;0;3.11;3.5;3.21;3.89;1.5;1.26;1.08;1.38;1.98;1.74;1.8;1.86;4.476;4.371;4.273;4.23;0;0;0;0;NULL
104639;291;0;2.93;3.46;2.48;2.53;0.84;1.02;1.02;0.66;1.14;1.38;1.38;1.08;4.815;4.703;4.478;4.629;0;0;0;0;NULL
104662;339;0;2.9;3.42;3.04;3.68;1.26;1.14;1.44;1.26;1.68;1.62;2.52;2.04;4.218;4.293;4.01;4.16;0;0;0;0;NULL
104681;442;0;4.54;5.16;3.93;3.94;0.96;0.84;1.08;0.78;1.26;1.38;1.56;1.26;4.952;4.695;4.418;4.827;0;0;0;0;NULL
104689;344;0;6.77;5.63;0;8.42;1.44;1.5;0;1.68;2.1;1.92;0;2.1;4.359;4.423;0;4.632;0;0;0;0;NULL
104722;278;0;3.16;3.85;2.36;2.62;1.02;1.08;1.02;0.72;1.38;1.5;1.38;1.02;4.691;4.553;4.34;4.571;0;0;0;0;0
104723;308;0;3.37;3.9;3.46;4.43;1.26;1.2;1.5;1.44;1.86;1.8;2.28;1.86;4.422;4.484;4.275;4.237;0;0;0;0;0
104767;294;0;3.68;4.06;3.12;2.99;1.02;1.08;0.96;0.78;1.44;1.44;1.5;1.14;4.889;4.676;4.477;4.984;0;0;0;0;0
104770;231;0;2.4;3.01;2.62;2.95;1.32;1.08;1.5;1.26;1.8;1.56;1.92;1.86;4.217;4.138;4.074;3.984;308;0;0;0;0
104801;321;0;3.59;4.11;2.79;2.9;0.9;0.96;1.02;0.84;1.26;1.38;1.5;1.14;4.821;4.622;4.347;4.834;0;0;0;0;NULL
104811;362;0;5.66;5.74;0;8.44;1.5;1.38;0;1.62;2.04;1.98;0;2.16;4.295;4.548;0;4.641;0;0;0;0;111
104838;266;0;3.86;3.88;2.91;4.95;1.38;1.26;1.92;1.62;1.92;2.28;2.88;2.22;4.498;4.342;4.069;4.308;0;0;0;0;60
104848;289;0;3.2;3.84;2.41;2.47;0.96;1.02;1.08;0.78;1.32;1.44;1.5;1.2;4.629;4.55;4.279;4.763;0;0;0;0;68
104889;242;0;2.55;2.95;3.85;3.56;1.08;1.02;1.62;1.26;1.44;1.44;2.22;1.86;4.023;4.017;4.063;4.042;0;0;0;0;102
104890;294;0;3.01;3.77;2.67;2.8;0.9;1.02;0.84;0.72;1.2;1.5;1.26;1.02;4.892;4.622;4.403;5.108;0;0;0;0;114
104923;298;0;5.8;5.06;0;7.78;1.44;1.56;0;1.86;1.92;1.92;0;2.46;4.223;4.148;0;4.452;0;0;0;0;128
104941;368;0;4.33;5.02;3.84;3.68;0.84;1.08;0.96;0.78;1.2;1.62;1.38;1.2;4.831;4.627;4.402;4.966;0;0;0;0;62
104973;302;0;4.23;4.81;4;5.56;1.38;1.32;1.68;1.44;1.92;1.8;2.04;2.1;4.553;4.479;4.269;4.385;0;0;0;0;165
104988;304;0;3.43;3.87;2.06;2.74;0.84;0.96;0.96;0.66;1.2;1.26;1.38;1.02;4.89;4.609;4.477;4.849;0;0;0;0;65
105026;246;0;2.31;2.8;2.47;3.39;1.02;0.96;1.38;1.2;1.44;1.26;1.98;1.62;3.886;3.877;3.88;3.899;318;0;0;0;234
105035;309;0;3.1;3.08;2.23;2.15;0.72;1.08;0.9;0.66;0.96;1.38;1.32;0.96;4.964;5.017;4.75;5.099;0;0;0;0;71
105062;342;0;6.99;6.48;0;8.78;1.5;1.44;0;1.8;2.04;1.92;0;2.28;4.3;4.415;0;4.57;0;0;0;0;102
105076;284;0;2.75;3.47;2.94;2.92;1.32;1.14;1.5;0.9;1.8;1.56;2.04;1.38;4.368;4.407;4.273;4.37;0;0;0;0;134
105077;352;0;4.28;5.05;3.72;3.77;0.96;1.02;1.02;0.84;1.26;1.38;1.44;1.14;4.835;4.61;4.477;4.836;0;0;0;0;51
105118;287;0;3.36;3.79;2.17;2.59;0.9;1.02;0.96;0.78;1.38;1.32;1.44;1.2;4.423;4.279;4.214;4.435;0;0;0;0;40
105139;362;0;3.11;3.54;3.16;4.12;1.5;1.2;1.68;1.02;1.86;1.74;2.16;1.62;4.291;4.285;4.2;4.307;0;0;0;0;131
105156;267;0;3.3;3.61;2.33;2.3;0.96;1.14;0.96;0.78;1.5;1.56;1.56;1.14;4.623;4.423;4.468;4.708;0;0;0;0;51
105182;332;0;6.26;5.5;0;8.26;1.44;1.5;0;1.74;2.16;1.98;0;2.16;4.281;4.278;0;4.584;0;0;0;0;148
105187;242;0;2.67;3.49;3.08;4.13;1.32;1.2;1.5;1.44;1.74;1.74;2.04;1.74;4.151;4.285;4.064;4.114;0;0;0;0;125
105211;385;0;4.99;5.63;4.07;4.23;0.9;1.08;1.02;0.78;1.32;1.44;1.56;1.2;4.686;4.624;4.529;4.853;0;0;0;0;42
105230;392;0;2.04;2.44;2.02;2.57;1.08;0.9;1.2;0.9;1.68;1.5;1.98;1.38;4.077;4.016;3.931;3.987;0;0;0;0;151
